,image_id,question,answer
407495,250897,Does the fence appear to be painted?,no
196972,317768,Is the mirror clean?,no
281595,81033,Can this keyboard type?,no
311966,273607,Is the cat sleeping?,no
426451,387960,Has it snowed?,no
341415,361520,Will this bag fit in an overhead compartment on a plane?,no
412192,383508,Is the background in focus?,no
37586,10654,Are any cars on the road?,no
290395,83884,Is the image in black and white?,no
385679,564982,Is this pizza symmetrical?,no
37549,10645,Is it raining?,no
137400,563170,Is the food eaten?,no
124145,559449,Is this bathroom finished?,no
324674,225241,Is the child wearing a protective helmet?,no
397009,478182,Is this a train station?,no
436598,522143,Are the animals fighting?,no
280162,281355,Is one of the men crying?,no
297633,479316,Do you see a bell on top?,no
221929,62957,Is this animal real?,no
367293,369499,Is the little boy afraid of the horse?,no
368552,317833,Are there onions?,no
274728,166076,Is this umbrella open?,no
225907,64202,Is this a desert scene?,no
209344,321394,Are all of the walls the same height?,no
290845,84040,Has this picture been digitally altered?,no
106376,554378,Are the bikes for sale?,no
289048,83456,Do these men look tired?,no
385271,375129,Is the paint fresh on the poles?,no
76492,283780,Has anyone begun eating?,no
30427,8657,Is the man on the right attracted to the older woman?,no
365635,552383,Is this elephant gray?,no
192678,54324,Is the person in the process of  spinning their body?,no
64043,149180,Is this a couch?,no
236207,67222,Does this room look freshly painted?,no
34087,9695,Is it sunny?,no
91280,156859,Is this a casserole?,no
128431,429485,Has this vehicle been customized?,no
423260,124829,Does this food look healthy?,no
376253,137778,Do the trees have leaves?,no
33204,214028,Is this bed made?,no
61786,148506,Is she wearing a mask?,no
118799,295748,Are these animals considered cattle?,no
127618,530294,Is one of these men bald?,no
305354,350475,Are these curly fries?,no
216294,61326,Is there a bridge in the background?,no
439706,523037,Are this ladies pants bell bottoms?,no
176043,423355,Is the person wearing a ball cap?,no
365130,531659,Is the person pushing the skateboard with one leg?,no
396745,492705,Is there a car nearby the stop sign?,no
152172,436221,Does this little boy have on cowboy boots?,no
60152,155749,Does the cat like shoes?,no
127043,166985,Is the hairdo shown a good choice for this sport?,no
299403,217676,What makes the road conditions in this picture dangerous?,no
193030,447645,Is there a rock in the foreground?,no
122434,427853,Do they really look happy?,no
415557,515662,Is this healthy food?,no
208986,190229,Is the sidewalk wet?,no
90007,418634,Does the surfboard match the waves foam?,no
99719,552444,Are they wearing ties?,no
271654,340252,Is the plane's door open?,no
429021,174012,Are the people at a coffee shop?,no
125372,35485,Is this a  plane from the Blue Angels?,no
123828,166130,Do the walls need painting?,no
55982,177394,Does anyone live in there?,no
119746,558142,Is this a hotel lobby?,no
28654,401434,Is the bird black?,no
226611,457586,Is there toothpaste on the sink?,no
55952,146850,Is the room decorated?,no
291688,84273,Is this a healthy snack?,no
102475,291091,Is the mouse wireless?,no
277037,341843,Is the boy happy?,no
24300,126803,Is the man in blue going to ski?,no
336876,491140,Is this girl a magician?,no
414847,253323,Is there a senior citizen in this picture?,no
311493,90149,Is she about to eat?,no
418234,123298,Is the baby going to eat pizza?,no
264330,415280,Is that a real person sitting on the bench?,no
1597,265364,Is this a professional event?,no
433065,521059,Is the vehicle moving?,no
284,524377,Is this breakfast?,no
46791,445621,Does the skateboarder appear to be trespassing to skate in street-style course?,no
152029,305106,Is there a blonde woman?,no
386463,375486,Is the man holding a toy boat?,no
354561,103447,Is the cat calm?,no
232193,459214,Are they having potato wedges?,no
89102,418384,Is the kite flying?,no
25362,269432,Is the plant tall?,no
79904,5115,Is the tv on?,no
28058,532333,Is this a commercial airplane?,no
28031,401251,Is the water cold?,no
95781,136200,Is she going to lick off the spoon?,no
434441,436438,Are these animals facing the same direction?,no
291746,215346,Is that dip?,no
203271,450590,Is the dog eating the frisbee?,no
351433,495726,Would these be used to make a salad?,no
182547,394596,Is there any graffiti in this area?,no
188769,218579,Are the men wearing glasses?,no
242793,462395,Is this a hotel bathroom?,no
386485,477643,Is there a cd seen?,no
202751,319391,Is the person in the forest?,no
54726,539716,Is the hydrant in a parking lot?,no
5718,132710,Is the person going slow?,no
264444,56323,Does this look like a train station in the US?,no
33952,271789,Is this a picture of an animal which is likely alive?,no
297596,86086,Is the boy playing football?,no
251217,334011,Does this scene depict reality?,no
25444,7319,Would this cat be camouflaged in snow?,no
19699,267788,Is the ground damp?,no
33614,402776,Are they in a meeting?,no
40600,111140,Can the horse roam freely?,no
387053,433987,Is this a bedroom?,no
430849,479941,Are there numbers on the clock?,no
141875,564481,Are they indoors?,no
34797,214191,Does the kid have the toothbrush in his mouth?,no
138112,175881,Is the refrigerator and this area dirty?,no
419250,385744,Are they having a party?,no
68905,150546,Is that a real car next to the bus?,no
385290,244065,Does the animal have a tag on its ear?,no
407638,325812,Is this a jet aircraft?,no
426142,387875,Is the bear trying to make the bridge sway back and forth?,no
123535,297112,Are the zebras charging the vehicle?,no
378927,504141,Is this something a person should be doing?,no
427084,174412,Is it raining?,no
314672,15195,Is anyone wearing a necklace?,no
330272,95924,Is he rollerblading?,no
286033,344667,Would you have this for breakfast?,no
253900,203676,Are the fans turned on?,no
181812,575615,Is the umbrella open?,no
396772,509712,Is this a paved road?,no
398977,536374,Do these girls know each other?,no
91836,4319,Is this in the countryside?,no
20892,268129,Does the child look scared?,no
148397,566261,Are the bikes in motion?,no
307493,220062,Is this a smartphone?,no
144612,434183,Is that a donut?,no
9045,2618,Is there anything in the refrigerator?,no
372809,544831,Can a man's face be seen in this picture?,no
379074,258794,Are the two buses from the same company?,no
143857,381069,Is this a factory?,no
404676,381154,Does the lady need help?,no
294228,347168,Has it been raining?,no
399118,117250,Is the skier on fresh powder?,no
74071,414108,Does this fruit grow on the tree it is resting on in the photo?,no
145407,434389,Could this be in a restaurant?,no
69568,19675,Are there trees in this photo?,no
131417,430346,Is this person wearing protective gear?,no
23693,268900,Is he eating a donut?,no
400178,117585,Does this man look happy?,no
48786,13800,Are there clouds in the sky?,no
200318,481981,Are the sheep looking in the same direction?,no
87162,548905,Is it night time?,no
217362,61626,Are the flowers in bloom?,no
417449,95753,Is the man using this item for it's intended use?,no
152232,567301,Is the girl demon possessed?,no
622,524471,Is the microwave on?,no
443182,130892,Is that a dragon made of kites?,no
70508,413182,Are the athletes actively engaged in the game?,no
280287,142349,Is the bus moving?,no
4529,525607,Has the plane lifted-off yet?,no
58380,16483,Are there balloons in the sky?,no
415495,253492,Are there pictures on the wall?,no
243977,331664,Is the person wearing their hood?,no
35228,272162,Are these animals running?,no
159198,94877,Are the horses all the same color?,no
220814,62591,Is this a tiny portion?,no
337034,360125,Does the boat cast a reflection?,no
304332,481254,Do these airplanes belong to the same airline?,no
258941,121582,Is this horse galloping?,no
239240,461267,Are the fork prongs touching the table?,no
194549,579144,Is this photo in focus?,no
354147,309694,Is this elephant a child?,no
411560,121184,Is the pizza perfectly round?,no
223001,63345,Are sneakers what this piece of outdoor furniture is intended to hold?,no
10104,265100,Is the woman wearing blue supposed to cross over the barrier?,no
10577,396294,Does the bench looked well used?,no
109599,555282,Can you see the umpire?,no
170013,179070,Is this America?,no
248335,333024,Is this a person's house?,no
107221,30321,Is this a lake?,no
311431,342703,Are both dogs standing?,no
343214,176991,Will this cat attack?,no
431026,127202,Is the bus double deckered?,no
52706,178440,Is the hydrant on a pavement?,no
12279,459343,Is it daytime?,no
209333,321389,Are all the players on the same team?,no
28924,401507,Is this in a neighborhood?,no
181061,444353,Is this trick easy?,no
45700,133225,Do you need a fork to eat this?,no
7473,175129,Is Mumbai straight ahead?,no
330759,238068,Is the weather sunny?,no
102145,559619,Is this guy ready to swim?,no
418472,254418,Is this street passable?,no
141275,433224,Is this a college student's kitchen?,no
190840,315994,Is this person concerned with being able to power his or her devices?,no
220663,62552,Is that a plain pizza?,no
437962,260400,Does the tree have dead branches?,no
65170,280589,Is the snow melting?,no
1259,262508,Is the wind blowing?,no
225068,457194,Is the giraffe eating the tree?,no
353459,496362,Is this in an Asian country?,no
46015,537293,Is the baby happy?,no
370747,108407,Is the man wearing glasses?,no
342653,492973,Are these umbrellas?,no
443643,393178,Is this train going through a tunnel?,no
386546,106275,Are there any clouds in the sky?,no
29534,139503,Is this a MAC?,no
190351,53716,Is this kitchen equipped with modern appliances?,no
230397,65456,Did he throw the frisbee?,no
32413,402425,Are the meters there to give out coins?,no
42904,536419,Is there a frisbee?,no
219366,324342,Are the people going to take a nap?,no
307231,369580,Is it sunny?,no
161334,45599,Are the giraffes leaning away from each other?,no
82546,134958,Are the roads brick?,no
102552,160037,Is this man flying?,no
126934,429092,Is there more than 1 animal?,no
434,131190,Are there clouds visible?,no
109569,44724,Are these girls on the same team?,no
90471,12429,Is this bathroom clean?,no
74814,21152,Is he in a swimming pool?,no
435174,128475,Is that a bacon sandwich?,no
441011,392358,Is the guy wearing shorts?,no
226962,64470,Is the man wearing glasses?,no
310585,89892,Are the apples clean?,no
393599,115637,Are there any people?,no
155095,305986,Do you see houses?,no
208806,552938,Do the trees have leaves on them?,no
63632,3000,Is the person with both feet visible wearing new shoes?,no
384660,148019,Was a filter used to take this photo?,no
377977,496874,Is it raining in this photo?,no
374735,371745,Is this toilet seat up?,no
98706,48339,Is this at night?,no
49223,407135,Is this taken in the US?,no
101506,324036,"Is someone concerned that ""dog paddling"" might not be enough?",no
354924,234642,Is the surfer smiling?,no
179204,512736,Is the kitchen cluttered?,no
59840,147983,Is the donut filled?,no
239089,67997,Is the plant in a vase?,no
97707,158686,Is there fruit in this picture besides an apple?,no
192008,228758,Are the eyes open?,no
22045,6295,Does the woman look happy?,no
60092,410190,Are these people on public transportation?,no
353775,103231,Can the person see out of the window currently?,no
215851,10196,Are all the apples in baskets?,no
288027,83167,Are these fruits and vegetables indigenous to anywhere in the United States?,no
435939,259766,Is the bike moving?,no
129819,36652,Is this a styrofoam plate?,no
297765,479357,Is the toilet seat down?,no
424241,42705,Is the man in front escorting the vehicles behind him?,no
373670,461914,Is this a metal fence?,no
